idx	preset	role	shared_l3	a_slug	a_title	b_slug	b_title	trig_jaccard	shared_triggers	title_identical	a_user_summary	b_user_summary	a_workflow	b_workflow
587	agt-046	AGT-046 清源	数据管道/数据质量	p2s-auto-tagging-pipeline-rule-ml-llm	三层自动打标流水线 — 规则引擎+ML分类器+LLM抽取的混合置信度打标体系	p2s-blockecho-missing-data	块缺失数据补全 - 整段流量数据丢失时的恢复	0			规则先兜底、模型补一层、大模型再补语义，把 SKU 打标从一周人工压到近实时，只留少量需人工复核。	整段流量数据丢了（比如追踪代码故障三天），也能把这一块补回来，不影响归因和预算。	把标签维度拆成可判定的规则 → 用规则层做确定性打标 → 用 ML 分类器覆盖统计型标签 → 用 LLM 处理非结构化描述与语义标签 → 把低置信结果推入人工复核队列	
588	agt-046	AGT-046 清源	数据管道	p2s-auto-tagging-pipeline-rule-ml-llm	三层自动打标流水线 — 规则引擎+ML分类器+LLM抽取的混合置信度打标体系	p2s-clickstream-persona-pipeline	Clickstream Persona Pipeline — 点击流用户画像：VQ-VAE 离散 Persona + 多层行为 KG	0			规则先兜底、模型补一层、大模型再补语义，把 SKU 打标从一周人工压到近实时，只留少量需人工复核。	把用户的点击行为压成少数几种可解释的画像，让推荐能区分预算型妈妈和品质型妈妈。	把标签维度拆成可判定的规则 → 用规则层做确定性打标 → 用 ML 分类器覆盖统计型标签 → 用 LLM 处理非结构化描述与语义标签 → 把低置信结果推入人工复核队列	收集并清洗点击流序列 → 用 VQ-VAE 把序列编码为离散 Persona token → 把 Persona 与行为知识图谱关联生成可解释标签 → 按 Persona 分组生成推荐队列 → 用 A/B 实验验证推荐效果
589	agt-046	AGT-046 清源	数据质量	p2s-auto-tagging-pipeline-rule-ml-llm	三层自动打标流水线 — 规则引擎+ML分类器+LLM抽取的混合置信度打标体系	p2s-dark-pattern-review-detection	Dark Pattern Detection in Reviews — 评论水军与暗模式检测	0			规则先兜底、模型补一层、大模型再补语义，把 SKU 打标从一周人工压到近实时，只留少量需人工复核。	识别成批出现的可疑评论，判断是竞品攻击还是真实差评，并整理出申诉证据。	把标签维度拆成可判定的规则 → 用规则层做确定性打标 → 用 ML 分类器覆盖统计型标签 → 用 LLM 处理非结构化描述与语义标签 → 把低置信结果推入人工复核队列	
590	agt-046	AGT-046 清源	数据质量	p2s-auto-tagging-pipeline-rule-ml-llm	三层自动打标流水线 — 规则引擎+ML分类器+LLM抽取的混合置信度打标体系	p2s-supply-chain-data-lineage-tracking	供应链数据血缘追踪 — 从原始数据到Tag决策的全链路溯源与影响分析	0			规则先兜底、模型补一层、大模型再补语义，把 SKU 打标从一周人工压到近实时，只留少量需人工复核。	从原始数据一路追到标签与补货动作，出问题时几分钟就能定位到源头。	把标签维度拆成可判定的规则 → 用规则层做确定性打标 → 用 ML 分类器覆盖统计型标签 → 用 LLM 处理非结构化描述与语义标签 → 把低置信结果推入人工复核队列	
591	agt-046	AGT-046 清源	数据管道	p2s-blockecho-missing-data	块缺失数据补全 - 整段流量数据丢失时的恢复	p2s-clickstream-persona-pipeline	Clickstream Persona Pipeline — 点击流用户画像：VQ-VAE 离散 Persona + 多层行为 KG	0			整段流量数据丢了（比如追踪代码故障三天），也能把这一块补回来，不影响归因和预算。	把用户的点击行为压成少数几种可解释的画像，让推荐能区分预算型妈妈和品质型妈妈。		收集并清洗点击流序列 → 用 VQ-VAE 把序列编码为离散 Persona token → 把 Persona 与行为知识图谱关联生成可解释标签 → 按 Persona 分组生成推荐队列 → 用 A/B 实验验证推荐效果
592	agt-046	AGT-046 清源	数据质量	p2s-blockecho-missing-data	块缺失数据补全 - 整段流量数据丢失时的恢复	p2s-dark-pattern-review-detection	Dark Pattern Detection in Reviews — 评论水军与暗模式检测	0			整段流量数据丢了（比如追踪代码故障三天），也能把这一块补回来，不影响归因和预算。	识别成批出现的可疑评论，判断是竞品攻击还是真实差评，并整理出申诉证据。		
593	agt-046	AGT-046 清源	数据质量	p2s-blockecho-missing-data	块缺失数据补全 - 整段流量数据丢失时的恢复	p2s-supply-chain-data-lineage-tracking	供应链数据血缘追踪 — 从原始数据到Tag决策的全链路溯源与影响分析	0			整段流量数据丢了（比如追踪代码故障三天），也能把这一块补回来，不影响归因和预算。	从原始数据一路追到标签与补货动作，出问题时几分钟就能定位到源头。		
594	agt-046	AGT-046 清源	数据质量	p2s-dark-pattern-review-detection	Dark Pattern Detection in Reviews — 评论水军与暗模式检测	p2s-supply-chain-data-lineage-tracking	供应链数据血缘追踪 — 从原始数据到Tag决策的全链路溯源与影响分析	0			识别成批出现的可疑评论，判断是竞品攻击还是真实差评，并整理出申诉证据。	从原始数据一路追到标签与补货动作，出问题时几分钟就能定位到源头。		
595	agt-046	AGT-046 清源	溯源监测	p2s-data-provenance-lineage	Data Provenance & Lineage — 数据血缘追踪：LLM 训练数据溯源与 AI 法规合规	p2s-supply-chain-data-lineage-tracking	供应链数据血缘追踪 — 从原始数据到Tag决策的全链路溯源与影响分析	0.11	影响分析		记录每条推荐决策的数据来路，法规审计要证据时能一次调出来。	从原始数据一路追到标签与补货动作，出问题时几分钟就能定位到源头。		
596	agt-047	AGT-047 接桥	业务工具实现	p2s-agent-production-engineering	Skill Card: Agent Production Engineering（Agent 生产化工程）	p2s-automl-pipeline-design	AutoML 流水线设计 — Optuna TPE + FLAML 自动化建模	0			把多 Agent 协同的备货决策从能跑变成能用：协议适配、生命周期管理与上下文压缩三层落地。	把特征、算法和超参的挑选交给自动搜索，几小时跑出比人工调优更准的模型。	汇总 SKU 历史销售、库存基线与大促参数 → 销售预测 Agent 按日输出 7 天销量预测 → 库存优化 Agent 编排输出备货方案 → 风险评估 Agent 评估延期与退货风险 → 统计调用次数与 token 成本并汇总建议	整理历史销量与特征矩阵 → 定义候选算法与各自超参搜索空间 → 用 TPE 采样器在预算内自动试验多组配置 → 交叉验证评估并按中位数剪枝提前终止 → 导出最优模型并对比精度与耗时
597	agt-047	AGT-047 接桥	业务工具实现/容量管理	p2s-agent-production-engineering	Skill Card: Agent Production Engineering（Agent 生产化工程）	p2s-context-compression	ACON — Agent 长上下文压缩与 NL 准则优化	0			把多 Agent 协同的备货决策从能跑变成能用：协议适配、生命周期管理与上下文压缩三层落地。	把几十轮客服对话和超长的接口返回压成摘要，成本和首响时延都降下来还不掉准确率。	汇总 SKU 历史销售、库存基线与大促参数 → 销售预测 Agent 按日输出 7 天销量预测 → 库存优化 Agent 编排输出备货方案 → 风险评估 Agent 评估延期与退货风险 → 统计调用次数与 token 成本并汇总建议	汇总历史对话轮次与接口返回结果 → 按 token 预算保留最近的关键观察 → 对超预算内容提取关键行压缩成摘要 → 为较早历史生成系统级摘要并保留最近若干轮 → 用成功与失败轨迹校准压缩准则
598	agt-047	AGT-047 接桥	集成验证	p2s-agent-production-engineering	Skill Card: Agent Production Engineering（Agent 生产化工程）	p2s-llm-schema-inference	LLM 自动推断数据结构 — 无 schema 的电商 API 接入	0			把多 Agent 协同的备货决策从能跑变成能用：协议适配、生命周期管理与上下文压缩三层落地。	面对没有文档的接口，用真实样本让模型把字段和类型推断出来，顺手生成一份数据字典。	汇总 SKU 历史销售、库存基线与大促参数 → 销售预测 Agent 按日输出 7 天销量预测 → 库存优化 Agent 编排输出备货方案 → 风险评估 Agent 评估延期与退货风险 → 统计调用次数与 token 成本并汇总建议	采集覆盖多类型的真实响应样本 → 用 LLM 推断字段语义类型与枚举值域 → 用失败样本迭代修正推断 → 输出 Schema 与数据字典并标注低置信字段 → 版本变更时对比新旧响应生成变更报告
599	agt-047	AGT-047 接桥	集成验证	p2s-agent-production-engineering	Skill Card: Agent Production Engineering（Agent 生产化工程）	p2s-mas-testing-verification	MAS Testing & Verification — 多智能体系统测试验证：覆盖制导 Fuzzing + 跨框架可观测性	0			把多 Agent 协同的备货决策从能跑变成能用：协议适配、生命周期管理与上下文压缩三层落地。	5 个 Agent 串起来跑选品，单元测试测不出交互 bug——用覆盖制导 Fuzzing 把没竞品数据、合规库超时这类边界先跑一遍。	汇总 SKU 历史销售、库存基线与大促参数 → 销售预测 Agent 按日输出 7 天销量预测 → 库存优化 Agent 编排输出备货方案 → 风险评估 Agent 评估延期与退货风险 → 统计调用次数与 token 成本并汇总建议	梳理多 Agent 串行协作链路与各环节输入输出 → 用覆盖制导 Fuzzing 生成边界与异常场景用例 → 注入工具失败、数据库超时、数据缺失等扰动 → 跨框架采集延迟、Token 消耗与可靠性指标做对比 → 输出测试报告、失败模式清单与框架迁移建议
600	agt-047	AGT-047 接桥	集成验证	p2s-agent-production-engineering	Skill Card: Agent Production Engineering（Agent 生产化工程）	p2s-mcp-a2a-protocol-stack	MCP + A2A 双协议栈 — Orchestrated Multi-Agent 企业架构	0.11	多agent编排		把多 Agent 协同的备货决策从能跑变成能用：协议适配、生命周期管理与上下文压缩三层落地。	用一套标准协议把工具接进 Agent、让 Agent 之间能互相派活，把多平台多角色的客服体系搭起来。	汇总 SKU 历史销售、库存基线与大促参数 → 销售预测 Agent 按日输出 7 天销量预测 → 库存优化 Agent 编排输出备货方案 → 风险评估 Agent 评估延期与退货风险 → 统计调用次数与 token 成本并汇总建议	把平台 API 注册为 MCP 工具 → 为每个 Agent 建立 MCP Server 与工具处理器 → 定义 A2A 消息结构 → 按意图与注册表实现 Agent 间路由 → 接入质检、合规、升级三类治理通道
601	agt-047	AGT-047 接桥	集成验证	p2s-agent-production-engineering	Skill Card: Agent Production Engineering（Agent 生产化工程）	p2s-sc-agent-mcp-erp-integration	供应链智能体MCP多ERP集成 — Model Context Protocol驱动的多系统双向协调模式	0			把多 Agent 协同的备货决策从能跑变成能用：协议适配、生命周期管理与上下文压缩三层落地。	把 SAP、Oracle、WMS 和邮件都变成统一协议下的工具，补货 Agent 一口气查供应商、建采购单、约入库，5 分钟跑完。	汇总 SKU 历史销售、库存基线与大促参数 → 销售预测 Agent 按日输出 7 天销量预测 → 库存优化 Agent 编排输出备货方案 → 风险评估 Agent 评估延期与退货风险 → 统计调用次数与 token 成本并汇总建议	为每套 ERP、WMS、物流与邮件系统实现 MCP Server 并注册工具 → 定义每个工具的入参 schema 与返回契约 → Agent 按业务顺序串行调用：查供应商、查库存、建 PO、约入库、发确认邮件 → 记录每次调用的结果、延迟与时间戳 → 异常时降级并通知人工介入
